termTitle,termCode,termDescription,session,courseSubject,courseCatalog,section,componentCode,classNumber,courseTitle,locationCode,instructionModeCode,roomCode,buildingCode,roomNumber,startTimeHour,startTimeMin,classStartTimeMin,classStartTimeHourMin,classDuration,classEndTimeMin,endTimeHour,endTimeMin,classEndTimeHourMin,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,startDay,startMonth,startYear,startDateDMY,endDay,endMonth,endYear,endDateDMY
Fall,2017,Fall 2017,13W,ENGR,201,ECEC,TUT,2382,PROFESS L. PRACTICE+RESPONS.,SGW,P,H423,H,423,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,N,N,Y,N,N,N,10,9,2017,10/9/2017,16,9,2017,16/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECED,TUT,2383,PROFESS L. PRACTICE+RESPONS.,SGW,P,H423,H,423,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,N,N,Y,N,N,N,17,9,2017,17/09/2017,23,9,2017,23/09/2017
Fall,2017,Fall 2017,13W,ENGR,361,ECED,TUT,6846,FLUID MECHANICS I,SGW,P,H562,H,562,13,15,795,13.15.00,50,845,14,05,14.05.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECED,TUT,2383,PROFESS L. PRACTICE+RESPONS.,SGW,P,H423,H,423,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,N,N,Y,N,N,N,1,10,2017,1/10/2017,7,10,2017,7/10/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEE,TUT,2384,PROFESS L. PRACTICE+RESPONS.,SGW,P,H631,H,631,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,N,Y,N,N,N,10,9,2017,10/9/2017,16,9,2017,16/09/2017
Fall,2017,Fall 2017,13W,ENGR,361,ECEF,TUT,6847,FLUID MECHANICS I,SGW,P,H537,H,537,13,15,795,13.15.00,50,845,14,05,14.05.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEF,TUT,2378,PROFESS L. PRACTICE+RESPONS.,SGW,P,H631,H,631,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,N,Y,N,N,N,17,9,2017,17/09/2017,23,9,2017,23/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEG,TUT,2377,PROFESS L. PRACTICE+RESPONS.,SGW,P,H423,H,423,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,Y,N,N,N,N,N,10,9,2017,10/9/2017,16,9,2017,16/09/2017
Fall,2017,Fall 2017,13W,ENGR,361,ECEG,TUT,6848,FLUID MECHANICS I,SGW,P,H562,H,562,14,15,855,14.15.00,50,905,15,05,15.05.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEG,TUT,2377,PROFESS L. PRACTICE+RESPONS.,SGW,P,H423,H,423,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,Y,N,N,N,N,N,24,9,2017,24/09/2017,30,9,2017,30/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEH,TUT,2381,PROFESS L. PRACTICE+RESPONS.,SGW,P,H403,H,403,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,Y,N,N,N,N,N,17,9,2017,17/09/2017,23,9,2017,23/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEI,TUT,8171,PROFESS L. PRACTICE+RESPONS.,SGW,P,H631,H,631,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,N,N,Y,N,N,N,10,9,2017,10/9/2017,16,9,2017,16/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEJ,TUT,8172,PROFESS L. PRACTICE+RESPONS.,SGW,P,H631,H,631,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,N,N,Y,N,N,N,17,9,2017,17/09/2017,23,9,2017,23/09/2017
Fall,2017,Fall 2017,13W,ENGR,201,ECEK,TUT,8506,PROFESS L. PRACTICE+RESPONS.,SGW,P,H629,H,629,08,45,525,08.45.00,50,575,09,35,09.35.00,Y,N,N,N,N,N,N,10,9,2017,10/9/2017,16,9,2017,16/09/2017
Fall,2017,Fall 2017,13W,ENGR,392,EE,LEC,2485,IMPACT/TECHNOLOGY ON SOCIETY,SGW,P,H820,H,820,17,45,1065,17.45.00,150,1215,20,15,20.15.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,290,F,LEC,2433,INTRO. ENGR TEAM DESIGN PROJ,SGW,P,H431,H,431,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,F,LEC,2483,NUMERICAL METHODS IN ENGR,SGW,P,H553,H,553,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,392,F,LEC,2486,IMPACT/TECHNOLOGY ON SOCIETY,SGW,P,MB6.425,MB,6.425,14,45,885,14.45.00,165,1050,17,30,17.30.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,F,LEC,7349,THERMODYNAMICS I,SGW,P,H531,H,531,10,15,615,10.15.00,75,690,11,30,11.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,F FA,TUT,2482,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,14,15,855,14.15.00,50,905,15,05,15.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,290,F FA,TUT,2434,INTRO. ENGR TEAM DESIGN PROJ,SGW,P,H615,H,615,17,45,1065,17.45.00,110,1175,19,35,19.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,F FA,TUT,7350,THERMODYNAMICS I,SGW,P,MBS1.430,MB,S1.430,08,20,500,08.20.00,110,610,10,10,10.10.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,290,F FB,TUT,2435,INTRO. ENGR TEAM DESIGN PROJ,SGW,P,H615,H,615,14,15,855,14.15.00,110,965,16,05,16.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,F FB,TUT,2481,NUMERICAL METHODS IN ENGR,SGW,P,H849,H,849,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,F FB,TUT,7351,THERMODYNAMICS I,SGW,P,MBS2.401,MB,S2.401,08,20,500,08.20.00,110,610,10,10,10.10.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,F FC,TUT,7341,NUMERICAL METHODS IN ENGR,SGW,P,H849,H,849,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,F FD,TUT,8606,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,17,45,1065,17.45.00,50,1115,18,35,18.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,FF,LEC,2466,PROBABILITY+STATISTICS/ENGR.,SGW,P,H535,H,535,17,45,1065,17.45.00,150,1215,20,15,20.15.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,FF,LEC,2438,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,H553,H,553,17,45,1065,17.45.00,150,1215,20,15,20.15.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,FFFA,TUT,2467,PROBABILITY+STATISTICS/ENGR.,SGW,P,H631,H,631,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,FFFA,TUT,2437,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,17,45,1065,17.45.00,50,1115,18,35,18.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,FFFB,TUT,2436,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,18,45,1125,18.45.00,50,1175,19,35,19.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,FFFB,TUT,2468,PROBABILITY+STATISTICS/ENGR.,SGW,P,H401,H,401,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,FFFC,TUT,2454,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,17,45,1065,17.45.00,50,1115,18,35,18.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,FFFC,TUT,7338,PROBABILITY+STATISTICS/ENGR.,SGW,P,H631,H,631,19,15,1155,19.15.00,50,1205,20,05,20.05.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,FFFD,TUT,2455,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,202,G,LEC,2386,SUSTAIN.DEV.+ENVIRO.STEWART.,SGW,P,H110,H,110,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,G,LEC,2453,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,H507,H,507,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,392,G,LEC,7354,IMPACT/TECHNOLOGY ON SOCIETY,SGW,P,FGB040,FG,B040,14,45,885,14.45.00,165,1050,17,30,17.30.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,G GA,TUT,2452,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,G GB,TUT,2451,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,G GC,TUT,2450,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,G GD,TUT,2449,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,202,H,LEC,2385,SUSTAIN.DEV.+ENVIRO.STEWART.,SGW,P,H110,H,110,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,H,LEC,2448,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,H411,H,411,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,H HA,TUT,2447,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,H HB,TUT,2446,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,19,45,1185,19.45.00,50,1235,20,35,20.35.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,H HC,TUT,2445,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,19,45,1185,19.45.00,50,1235,20,35,20.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,H HD,TUT,2444,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,19,45,1185,19.45.00,50,1235,20,35,20.35.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,II,LEC,2443,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,MBS2.330,MB,S2.330,17,45,1065,17.45.00,150,1215,20,15,20.15.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,IIIA,TUT,2442,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV3.309,EV,3.309,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,IIIB,TUT,2441,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,18,45,1125,18.45.00,50,1175,19,35,19.35.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,IIIC,TUT,2440,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,301,IIID,TUT,2439,ENGR.MGMT.PRINCIP.+ECONOMICS,SGW,P,EV1.162,EV,1.162,18,45,1125,18.45.00,50,1175,19,35,19.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,M,LEC,2431,THERMODYNAMICS I,SGW,P,H937,H,937,16,15,975,16.15.00,75,1050,17,30,17.30.00,Y,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,M,LEC,2480,NUMERICAL METHODS IN ENGR,SGW,P,H435,H,435,08,45,525,08.45.00,75,600,10,00,10.00.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,M MA,TUT,2429,THERMODYNAMICS I,SGW,P,MBS2.115,MB,S2.115,16,15,975,16.15.00,100,1075,17,55,17.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,M MA,TUT,2479,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,15,15,915,15.15.00,50,965,16,05,16.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,M MB,TUT,2478,NUMERICAL METHODS IN ENGR,SGW,P,H849,H,849,15,15,915,15.15.00,50,965,16,05,16.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,M MC,TUT,5942,THERMODYNAMICS I,SGW,P,MBS2.401,MB,S2.401,11,45,705,11.45.00,100,805,13,25,13.25.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,M MC,TUT,2477,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,15,15,915,15.15.00,50,965,16,05,16.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,M MD,TUT,8607,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,14,15,855,14.15.00,50,905,15,05,15.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,P,LEC,2409,APPLIED ADVANCED CALCULUS,SGW,P,H110,H,110,13,15,795,13.15.00,75,870,14,30,14.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,P,LEC,2397,APP.ORDINARY DIFF.EQUATIONS,SGW,P,FGC070,FG,C070,11,45,705,11.45.00,75,780,13,00,13.00.00,Y,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,P PA,TUT,2410,APPLIED ADVANCED CALCULUS,SGW,P,FGB050,FG,B050,10,45,645,10.45.00,100,745,12,25,12.25.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,P PA,TUT,2398,APP.ORDINARY DIFF.EQUATIONS,SGW,P,H557,H,557,13,15,795,13.15.00,100,895,14,55,14.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,P PB,TUT,2399,APP.ORDINARY DIFF.EQUATIONS,SGW,P,FGB050,FG,B050,13,15,795,13.15.00,100,895,14,55,14.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,P PB,TUT,2411,APPLIED ADVANCED CALCULUS,SGW,P,H431,H,431,10,45,645,10.45.00,100,745,12,25,12.25.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,Q,LEC,2412,APPLIED ADVANCED CALCULUS,SGW,P,H435,H,435,13,15,795,13.15.00,75,870,14,30,14.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,Q QA,TUT,2413,APPLIED ADVANCED CALCULUS,SGW,P,H433,H,433,10,45,645,10.45.00,100,745,12,25,12.25.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,233,Q QB,TUT,2414,APPLIED ADVANCED CALCULUS,SGW,P,FGB030,FG,B030,08,45,525,08.45.00,100,625,10,25,10.25.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,R,LEC,2469,PROBABILITY+STATISTICS/ENGR.,SGW,P,H535,H,535,13,15,795,13.15.00,75,870,14,30,14.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,R,LEC,2400,APP.ORDINARY DIFF.EQUATIONS,SGW,P,FGC070,FG,C070,08,45,525,08.45.00,75,600,10,00,10.00.00,N,N,Y,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,R RA,TUT,2401,APP.ORDINARY DIFF.EQUATIONS,SGW,P,H431,H,431,08,20,500,08.20.00,100,600,10,00,10.00.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,R RA,TUT,2474,PROBABILITY+STATISTICS/ENGR.,SGW,P,FGB080,FG,B080,11,45,705,11.45.00,50,755,12,35,12.35.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,R RB,TUT,2471,PROBABILITY+STATISTICS/ENGR.,SGW,P,FGB055,FG,B055,10,15,615,10.15.00,50,665,11,05,11.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,R RB,TUT,2402,APP.ORDINARY DIFF.EQUATIONS,SGW,P,H433,H,433,08,20,500,08.20.00,100,600,10,00,10.00.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,R RC,TUT,7339,PROBABILITY+STATISTICS/ENGR.,SGW,P,FGB080,FG,B080,10,15,615,10.15.00,50,665,11,05,11.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,S,LEC,2472,PROBABILITY+STATISTICS/ENGR.,SGW,P,FGC070,FG,C070,13,15,795,13.15.00,75,870,14,30,14.30.00,Y,N,Y,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,S,LEC,2475,NUMERICAL METHODS IN ENGR,SGW,P,FGB060,FG,B060,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,S SA,TUT,2473,PROBABILITY+STATISTICS/ENGR.,SGW,P,H537,H,537,13,15,795,13.15.00,50,845,14,05,14.05.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,S SA,TUT,2476,NUMERICAL METHODS IN ENGR,SGW,P,H849,H,849,14,15,855,14.15.00,50,905,15,05,15.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,S SB,TUT,2484,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,16,15,975,16.15.00,50,1025,17,05,17.05.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,S SB,TUT,2470,PROBABILITY+STATISTICS/ENGR.,SGW,P,H564,H,564,13,15,795,13.15.00,50,845,14,05,14.05.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,S SC,TUT,7342,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,17,45,1065,17.45.00,50,1115,18,35,18.35.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,371,S SC,TUT,7340,PROBABILITY+STATISTICS/ENGR.,SGW,P,H564,H,564,13,15,795,13.15.00,50,845,14,05,14.05.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,391,S SD,TUT,8608,NUMERICAL METHODS IN ENGR,SGW,P,H917,H,917,16,15,975,16.15.00,50,1025,17,05,17.05.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,242,T,LEC,2425,STATICS,SGW,P,H407,H,407,10,15,615,10.15.00,75,690,11,30,11.30.00,N,N,Y,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,311,T,LEC,2463,TRANSF.CALC+PART.DIFF.EQNS,SGW,P,FGC070,FG,C070,16,15,975,16.15.00,75,1050,17,30,17.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,T,LEC,2432,THERMODYNAMICS I,SGW,P,FGC080,FG,C080,10,15,615,10.15.00,75,690,11,30,11.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,T,LEC,2403,APP.ORDINARY DIFF.EQUATIONS,SGW,P,H535,H,535,10,15,615,10.15.00,75,690,11,30,11.30.00,N,Y,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,311,T TA,TUT,2462,TRANSF.CALC+PART.DIFF.EQNS,SGW,P,H420,H,420,08,30,510,08.30.00,100,610,10,10,10.10.00,N,Y,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,242,T TA,TUT,2416,STATICS,SGW,P,FGB030,FG,B030,13,15,795,13.15.00,100,895,14,55,14.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,T TA,TUT,2428,THERMODYNAMICS I,SGW,P,FGB070,FG,B070,11,45,705,11.45.00,100,805,13,25,13.25.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,213,T TA,TUT,2404,APP.ORDINARY DIFF.EQUATIONS,SGW,P,H557,H,557,13,15,795,13.15.00,100,895,14,55,14.55.00,Y,N,N,N,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,242,T TB,TUT,2417,STATICS,SGW,P,FGB040,FG,B040,13,15,795,13.15.00,100,895,14,55,14.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,311,T TB,TUT,2461,TRANSF.CALC+PART.DIFF.EQNS,SGW,P,MBS1.235,MB,S1.235,08,30,510,08.30.00,100,610,10,10,10.10.00,N,N,N,Y,N,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
Fall,2017,Fall 2017,13W,ENGR,251,T TB,TUT,2427,THERMODYNAMICS I,SGW,P,H520,H,520,16,15,975,16.15.00,100,1075,17,55,17.55.00,N,N,N,N,Y,N,N,5,9,2017,5/9/2017,4,9,2017,4/12/2017
